song_id,predicted_genre
5239860101122,rock
5265629904897,electro
5282809774080,reggae
5291399708672,rap
5299989643264,reggae
5299989643266,blues
5308579577858,rock
5317169512449,rock
5334349381633,reggae
5342939316225,rock
5377299054594,reggae
5403068858369,rap
5420248727552,rock
5446018531328,blues
5471788335104,rap
5480378269698,reggae
5488968204288,rock
5488968204291,rock
5514738008064,rock
5523327942658,rock
5557687681024,reggae
5574867550209,reggae
5574867550210,electro
5592047419393,blues
5609227288576,rock
5617817223169,rock
5617817223170,blues
5626407157761,blues
5660766896128,reggae
5669356830722,rap
5695126634497,rock
5720896438274,blues
5755256176642,electro
5772436045825,reggae
5772436045826,blues
5781025980416,rock
5781025980417,blues
5841155522560,rock
5841155522561,blues
5841155522562,rock
5875515260929,rap
5927054868481,rock
5961414606850,rock
5978594476035,rock
5987184410624,rock
5987184410626,reggae
5995774345216,rock
5995774345217,rock
6047313952769,rock
6064493821954,blues
6098853560321,rock
6098853560322,rock
6124623364098,rap
6133213298690,reggae
6158983102464,blues
6158983102466,rock
6176162971648,reggae
6176162971650,rock
6201932775426,reggae
6236292513793,electro
6253472382976,electro
6262062317570,blues
6262062317571,reggae
6270652252160,blues
6270652252161,electro
6270652252162,rock
6305011990529,rock
6305011990530,rap
6322191859712,rock
6322191859714,rap
6347961663489,rock
6356551598081,rock
6356551598082,reggae
6365141532673,rock
6373731467264,reggae
6390911336449,blues
6390911336450,rock
6399501271043,rock
6408091205632,reggae
6408091205633,reggae
6416681140226,blues
6433861009410,reggae
6459630813184,rock
6468220747778,rock
6476810682368,rock
6485400616961,reggae
6502580486144,electro
6502580486145,rock
6502580486146,rock
6511170420737,reggae
6528350289920,blues
6554120093698,reggae
6579889897472,rap
6588479832064,electro
6614249635841,blues
6648609374208,rap
6648609374209,rap
6682969112578,blues
6708738916352,reggae
6743098654720,blues
6743098654722,rock
6751688589314,blues
6768868458498,rock
6777458393088,rock
6794638262274,reggae
6811818131458,rock
6828998000642,reggae
6837587935232,rock
6837587935234,rock
6846177869825,electro
6854767804416,rap
6889127542785,rock
6889127542787,rock
6932077215745,rap
6940667150336,blues
6966436954114,blues
6983616823297,rap
7000796692481,reggae
7017976561664,rock
7026566496257,rock
7026566496258,rock
7060926234624,rock
7103875907585,rock
7121055776769,rock
7129645711360,rock
7164005449729,rock
7164005449731,reggae
7181185318914,reggae
7189775253504,reggae
7198365188097,reggae
7224134991874,rap
7258494730242,rap
7267084664834,rock
7284264534018,rock
7301444403200,rock
7301444403201,blues
7310034337793,rock
7318624272384,blues
7344394076162,rock
7352984010752,rap
7370163879937,rock
7370163879939,rock
7395933683714,rap
7430293422082,rock
7438883356672,blues
7456063225858,rap
7464653160450,rock
7473243095040,blues
7473243095041,rock
7490422964225,rock
7499012898818,rock
7507602833408,rock
7516192768000,rock
7524782702594,blues
7533372637184,rock
7541962571777,rock
7550552506370,rock
7576322310146,rock
7593502179330,rock
7602092113921,reggae
7653631721472,rock
7679401525249,rap
7687991459842,rock
7696581394434,rock
7722351198209,rock
7748121001984,rock
7748121001986,electro
7773890805760,blues
7782480740353,reggae
7791070674945,rock
7825430413313,blues
7834020347904,rock
7842610282496,blues
7851200217089,rock
7851200217090,rock
7876970020864,blues
7902739824642,rock
7911329759232,rock
7919919693825,electro
7919919693826,rap
7954279432193,rock
7962869366785,rock
7971459301376,rock
7980049235969,rock
8022998908928,rap
8031588843522,rock
8040178778113,reggae
8057358647297,blues
8083128451074,blues
8117488189440,rock
8134668058626,electro
8151847927809,rock
8160437862400,blues
8160437862401,rock
8160437862402,rock
8186207666178,rock
8246337208320,rock
8263517077504,electro
8263517077505,rock
8272107012096,blues
8272107012097,rap
8280696946689,reggae
8306466750465,blues
8315056685058,rock
8349416423426,reggae
8349416423427,reggae
8366596292609,rock
8375186227200,blues
8418135900163,electro
8435315769344,electro
8478265442306,rock
8504035246081,reggae
8504035246082,rock
8538394984448,reggae
8538394984449,reggae
8555574853633,rap
8564164788226,reggae
8572754722816,blues
8572754722817,rock
8581344657410,electro
8589934592001,rock
8598524526593,rock
8607114461184,reggae
8607114461185,reggae
8607114461186,rock
8615704395778,reggae
8624294330368,rap
8658654068736,reggae
8658654068738,blues
8667244003328,reggae
8667244003330,blues
8693013807105,rap
8753143349248,rock
8753143349249,blues
8761733283841,rock
8804682956802,electro
8813272891393,reggae
8830452760577,reggae
8830452760578,electro
8847632629762,blues
8856222564353,electro
8881992368128,rock
8890582302721,rock
8899172237314,rap
8907762171906,blues
8916352106498,reggae
8924942041089,reggae
8924942041090,rock
8976481648640,rock
9010841387008,rock
9010841387009,electro
9019431321601,reggae
9045201125377,rock
9062380994561,blues
9079560863744,rock
9079560863745,reggae
9088150798336,rock
9096740732928,reggae
9122510536704,rock
9131100471296,blues
9139690405889,rock
9148280340481,rock
9165460209664,rock
9174050144256,rock
9174050144257,rock
9174050144258,rock
9182640078848,rock
9182640078851,rock
9191230013442,reggae
9225589751810,rock
9242769620994,rock
9251359555586,blues
9277129359360,blues
9285719293954,rap
9302899163137,rock
9311489097729,rap
9320079032323,rock
9337258901505,blues
9337258901506,rock
9354438770690,rock
9380208574465,rap
9388798509057,reggae
9397388443648,reggae
9397388443649,rock
9440338116609,electro
9448928051201,rap
9457517985792,rock
9509057593346,rap
9517647527938,blues
9526237462529,blues
9526237462531,rap
9534827397121,rock
9543417331712,blues
9543417331713,blues
9560597200898,blues
9569187135490,electro
9577777070080,rock
9586367004673,rock
9586367004674,electro
9594956939265,rock
9594956939267,rap
9620726743041,blues
9629316677633,rock
9646496546816,rap
9646496546818,blues
9672266350593,rock
9689446219778,rock
9698036154369,rock
9706626088960,rock
9706626088962,rock
9723805958145,rap
9732395892736,rock
9732395892737,rock
9740985827328,rap
9749575761921,rap
9758165696514,reggae
9766755631104,rap
9766755631106,blues
9809705304064,blues
9861244911618,reggae
9869834846209,reggae
9895604649986,rock
9904194584576,electro
9947144257537,blues
9955734192128,blues
9972914061314,rap
9981503995906,rap
9998683865088,blues
9998683865089,rock
10041633538049,rock
10041633538050,rock
10067403341824,blues
10093173145600,blues
10093173145601,rock
10101763080192,blues
10136122818562,reggae
10153302687745,rock
10179072491521,rock
10187662426114,blues
10204842295298,blues
10239202033664,rock
10247791968257,blues
10256381902848,rap
10282151706624,rap
10290741641217,electro
10307921510400,blues
10333691314177,electro
10342281248770,rock
10368051052546,rock
10393820856321,rap
10393820856322,reggae
10402410790912,rock
10428180594690,rap
10436770529280,rock
10445360463872,rock
10453950398464,rock
10479720202241,blues
10488310136834,electro
10496900071425,reggae
10514079940610,blues
10522669875200,blues
10539849744384,rock
10574209482752,blues
10574209482753,reggae
10591389351937,rock
10617159155713,rock
10642928959491,rock
10668698763265,rock
10703058501634,reggae
10711648436224,rock
10711648436227,reggae
10746008174592,rock
10788957847553,reggae
10814727651328,rock
10831907520514,blues
10849087389699,blues
10892037062656,rock
10917806866432,blues
10917806866433,reggae
10917806866434,rock
10969346473984,reggae
10969346473986,blues
11055245819904,rock
11063835754499,electro
11081015623680,electro
11089605558273,rap
11098195492864,blues
11098195492866,rock
11132555231234,reggae
11141145165825,rap
11141145165826,rock
11149735100416,rock
11149735100418,rock
11166914969600,blues
11175504904194,reggae
11184094838785,blues
11192684773376,blues
11201274707969,blues
11209864642562,rap
11218454577153,rock
11227044511745,reggae
11287174053890,electro
11304353923073,rock
11338713661442,rock
11347303596033,rock
11347303596034,rock
11364483465216,electro
11364483465217,reggae
11390253268994,rock
11398843203585,reggae
11407433138176,rock
11407433138177,rap
11416023072769,rock
11450382811138,rock
11458972745728,rock
11476152614912,rock
11484742549505,rock
11501922418690,rock
11527692222466,rock
11536282157058,rock
11544872091650,rock
11553462026240,rap
11562051960832,rock
11562051960833,blues
11562051960834,rock
11570641895424,rock
11596411699201,rock
11613591568384,rock
11613591568387,blues
11622181502976,reggae
11630771437569,blues
11665131175938,blues
11673721110530,rock
11690900979712,rap
11699490914304,blues
11708080848898,rap
11716670783488,reggae
11725260718080,rock
11733850652673,rock
11742440587266,rap
11751030521857,rock
11768210391042,rock
11785390260226,blues
11793980194816,blues
11811160064000,rock
11819749998592,rap
11862699671554,reggae
11879879540737,rap
11897059409921,blues
11940009082880,blues
11940009082881,rock
11948599017474,electro
11957188952066,reggae
11965778886656,rock
12000138625026,reggae
12008728559618,rock
12043088297985,rock
12051678232576,reggae
12077448036352,rock
12086037970944,rock
12094627905538,rock
12103217840130,blues
12111807774720,reggae
12128987643906,rock
12154757447680,rock
12163347382273,rock
12171937316865,rock
12189117186048,rock
12197707120640,rap
12197707120641,rap
12197707120642,rock
12206297055233,rock
12206297055234,reggae
12214886989825,electro
12240656793600,rock
12249246728192,rock
12249246728194,blues
12266426597376,rock
12275016531969,rock
12292196401152,rap
12292196401154,rap
12300786335745,electro
12300786335746,electro
12309376270338,rock
12360915877889,blues
12378095747073,electro
12378095747074,rap
12455405158401,rock
12455405158402,reggae
12455405158403,rock
12472585027584,reggae
12481174962176,rock
12489764896768,reggae
12498354831360,reggae
12506944765952,blues
12524124635136,blues
12524124635139,reggae
12532714569730,rap
12549894438912,electro
12558484373504,rock
12567074308097,blues
12567074308098,reggae
12575664242688,rock
12575664242690,rock
12618613915650,reggae
12644383719426,blues
12652973654017,rock
12661563588608,rap
12661563588611,rock
12670153523201,blues
12695923326977,rap
12704513261568,reggae
12704513261569,rock
12721693130752,rock
12738872999938,rap
12747462934530,reggae
12756052869120,rock
12756052869122,blues
12764642803714,rock
12773232738304,electro
12790412607488,rock
12807592476674,rap
12824772345858,blues
12859132084225,rock
12867722018816,rock
12884901888000,rock
12893491822594,rock
12902081757186,rock
12919261626368,reggae
12936441495552,rap
12979391168513,blues
12979391168514,reggae
12987981103106,rock
12996571037697,blues
13005160972288,rock
13022340841472,rock
13030930776065,rap
13048110645249,rock
13065290514433,rock
13082470383619,rock
13091060318208,rap
13091060318209,rock
13116830121986,reggae
13125420056576,rock
13134009991168,rock
13134009991170,blues
13142599925762,electro
13151189860353,blues
13176959664129,reggae
13185549598722,rock
13211319402497,reggae
13211319402498,reggae
13228499271680,rock
13237089206273,blues
13245679140865,rock
13262859010049,rock
13280038879232,rock
13280038879234,rap
13288628813824,rock
13305808683008,reggae
13305808683009,blues
13322988552194,rock
13357348290561,rock
13383118094338,rap
13400297963522,rap
13434657701889,rap
13451837571074,electro
13469017440256,reggae
13469017440257,electro
13477607374848,rap
13477607374850,electro
13494787244034,electro
13511967113216,reggae
13511967113217,blues
13520557047809,reggae
13520557047810,electro
13529146982400,blues
13554916786177,electro
13563506720769,rock
13563506720770,blues
13580686589953,rock
13597866459138,reggae
13606456393728,reggae
13623636262914,rock
13632226197505,reggae
13632226197506,rock
13649406066690,rock
13675175870464,rock
13692355739648,blues
13692355739650,rock
13709535608834,rock
13752485281793,rock
13769665150978,rap
13795434954752,rap
13795434954754,rock
13804024889346,blues
13821204758528,rock
13829794693122,rock
13838384627713,rock
13846974562304,blues
13864154431489,blues
13889924235265,rock
13898514169857,rap
13898514169858,rap
13907104104448,rock
13915694039041,blues
13915694039043,electro
13941463842818,rock
13950053777408,blues
13993003450368,reggae
14001593384960,electro
14001593384961,rock
14027363188738,rock
14070312861697,rock
14096082665473,reggae
14104672600065,reggae
14130442403841,reggae
14139032338432,rock
14139032338434,rock
14156212207618,rock
14164802142209,rock
14173392076802,rock
14233521618946,electro
14242111553536,rock
14250701488128,blues
14259291422721,rock
14259291422722,electro
14267881357313,rock
14276471291905,rap
14285061226498,rap
14293651161089,rap
14302241095680,rock
14319420964864,rock
14328010899458,reggae
14328010899459,rock
14336600834049,rock
14336600834050,rock
14345190768642,rock
14353780703232,electro
14362370637824,blues
14362370637825,reggae
14379550507008,blues
14396730376193,rock
14396730376194,rock
14431090114560,rap
14456859918337,reggae
14465449852928,rock
14491219656706,reggae
14508399525889,rock
14516989460482,electro
14534169329666,reggae
14559939133442,rap
14602888806400,electro
14637248544768,rock
14663018348546,blues
14680198217730,rap
14688788152322,reggae
14697378086914,reggae
14723147890688,electro
14731737825282,rock
14740327759873,blues
14748917694464,rock
14774687498240,blues
14800457302016,blues
14800457302018,rock
14809047236608,rock
14809047236609,rock
14817637171200,rock
14817637171202,rock
14834817040384,reggae
14851996909570,blues
14869176778752,rap
14894946582529,rock
14903536517121,reggae
14903536517122,reggae
14912126451712,rock
14920716386306,electro
14937896255489,reggae
14946486190080,reggae
14955076124674,reggae
15040975470592,reggae
15083925143553,rap
15101105012736,rock
15101105012738,reggae
15144054685696,electro
15161234554882,reggae
15169824489474,rock
15178414424064,rock
15187004358656,reggae
15204184227842,reggae
15212774162434,reggae
15238543966210,rap
15247133900801,rock
15255723835392,blues
15290083573762,rock
15315853377536,rock
15315853377538,electro
15324443312129,reggae
15350213115906,rock
15358803050497,blues
15358803050498,blues
15384572854273,blues
15384572854274,reggae
15393162788865,electro
15401752723457,rock
15410342658048,rock
15410342658049,rock
15436112461824,rap
15513421873153,rap
15522011807746,reggae
15530601742338,rock
15547781611520,rap
15582141349889,rock
15599321219072,reggae
15599321219074,electro
15625091022850,rock
15633680957441,reggae
15650860826627,electro
15659450761218,rap
15676630630400,blues
15685220564992,reggae
15693810499584,electro
15693810499586,rap
15702400434176,blues
15719580303360,electro
15728170237952,rock
15728170237954,reggae
15736760172546,electro
15762529976320,reggae
15788299780097,rap
15796889714688,electro
15814069583874,blues
15822659518466,rock
15839839387650,electro
15848429322240,rock
15874199126016,rock
15874199126017,rock
15874199126018,rap
15891378995201,blues
15908558864385,rock
15917148798978,rock
15934328668162,reggae
15942918602753,rock
15985868275713,reggae
15994458210305,reggae
16003048144896,rock
16028817948673,rock
16037407883265,rock
16054587752448,rock
16080357556226,rock
16088947490816,electro
16088947490817,rap
16097537425410,reggae
16106127360002,rock
16140487098369,rock
16157666967554,rock
16174846836738,reggae
16183436771328,electro
16192026705922,reggae
16226386444290,rock
16234976378881,rock
16234976378882,rock
16243566313474,rock
16252156248066,rock
16260746182657,rock
16269336117249,blues
16269336117250,electro
16286515986432,rock
16295105921025,rock
16303695855618,electro
16320875724802,reggae
16329465659394,rap
16338055593986,reggae
16346645528576,blues
16346645528578,rock
16363825397760,rock
16363825397762,rock
16372415332352,blues
16381005266944,rock
16389595201538,rock
16415365005313,reggae
16458314678273,rock
16484084482049,rock
16484084482051,rock
16501264351233,rap
16509854285824,rock
16509854285826,rock
16527034155008,reggae
16527034155009,rock
16535624089600,rock
16552803958784,reggae
16552803958786,blues
16561393893377,rock
16561393893379,rock
16569983827968,blues
16578573762562,rock
16595753631745,rap
16595753631746,reggae
16604343566338,blues
16621523435520,rock
16621523435522,blues
16630113370115,reggae
16647293239297,rock
16655883173890,rap
16681652977666,rap
16690242912257,rock
16698832846851,rock
16707422781441,rock
16724602650626,rock
16741782519809,rock
16741782519810,rock
16750372454402,blues
16776142258177,reggae
16776142258178,rock
16810501996545,rock
16844861734914,rap
16870631538690,electro
16879221473281,rock
16887811407874,rock
16904991277057,rock
16913581211649,blues
16939351015424,electro
16947940950017,blues
16956530884610,electro
16973710753792,electro
16982300688385,rock
16990890622977,reggae
17033840295938,electro
17042430230530,blues
17042430230531,rock
17051020165121,reggae
17102559772672,rock
17119739641857,electro
17136919511042,rock
17145509445632,reggae
17154099380224,reggae
13048110645250,rock
12034498363394,rock
15358803050496,rock
10222022164480,rock
9534827397120,rock
1949915152385,rock
6786048327680,rock
10883447128066,rock
11441792876545,rock
5248450035714,rock
8899172237315,rock
16956530884609,rock
8220567404544,rock
369367187456,rock
7705171329025,rock
12111807774721,rock
13657996001282,rock
3650722201600,rock
16587163697152,rock
6975026888704,rock
7541962571778,rock
5025111736320,rock
12945031430145,rock
8229157339138,rock
8684423872512,rock
11965778886658,rock
6339371728898,rock
8555574853635,rock
12816182411266,rock
17136919511041,rock
6923487281154,rock
15341623181314,rock
4509715660801,rock
833223655424,rock
9302899163136,rock
13649406066688,rock
14637248544769,rock
8589934592002,rock
2637109919744,rock
2525440770050,rock
11759620456448,rock
12283606466561,rock
10084583211008,rock
2439541424130,rock
6476810682369,rock
8100308320257,rock
4440996184064,rock
833223655425,rock
16063177687040,rock
16183436771330,rock
11991548690432,rock
10617159155714,rock
5274219839489,rock
7241314861056,rock
2723009265664,rock
11484742549504,rock
